title,month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Preschool fun Planets dinosaurs",2,7,14,22,523.4,9
Cat,2,7,14,31,599.75,14
"magic school bus Super sports fun",2,7,14,31,530,14
"Why dragonfly Whats up with the moon",2,7,14,31,523.3,14
"potty movie for boys starring Henry",2,7,15,11,649.62,19
"Dance with the animals",2,7,15,32,500,10
"Arctic tale",2,7,15,47,599.786,10
"Animal atlas Fun on the farm",2,7,15,47,630.68,10
"Que duermas bien Sweet dreams",2,7,15,53,468.34,34
"Arctic tale",2,7,16,13,599.786,6
"Baby signing time Volume 4 Lets be friends",2,7,16,20,419,12
"Baby signing time Volume 2",2,7,16,23,419,12
"Signing time Volume 10 My day",2,7,16,26,419.7,12
"Signing time Volume 12 Time to eat",2,7,16,26,419.7,12
"Jazz class for kids",2,7,17,4,793.3,22
"Families of Costa Rica",2,7,17,19,972.86,15
"All about health hygiene",2,7,17,22,613.0432,14
"Families of Thailand",2,7,17,41,959.3,7
"French Disc 6 I can count",2,7,17,45,448.3421,33
"Wiggles Hot poppin popcorn",2,7,17,53,782.42083,14
"American Sign Language for kids Beginner level 1 volume 1",2,7,17,53,419.7,9
"Spanish for kids Beginner level 1 volume 2",2,7,17,59,468.3421,10
"Spanish for kids Beginner level 1 volume 1",2,7,17,59,468.3421,10
MicroCosmos,2,7,18,23,595.7,12
"Rock n learn Letter sounds",2,7,18,33,372.465,36
"One wee world celebrates Mexico",2,7,18,56,972,9
"March on the day my brother Martin changed the world and more stories about African American history",2,7,19,5,973.0496,26
"Shanti Generation yoga skills for youth peacemakers",2,7,19,28,613.7046,12
"Whats in the Bible 2 Let my people go",2,7,19,29,222.12,15
"French Disc 6 I can count",2,8,10,6,448.3421,9
"Signing time Volume 8 The great outdoors",2,8,10,41,419.7,9
"Signing time Volume 9 The zoo train",2,8,10,41,419.7,9
"Alphabet phonics fun",2,8,10,41,411,20
"Ratios proportions percent",2,8,12,10,513.24,14
"Italian Disc 4 In my home",2,8,13,52,458.3421,25
"Whats in the Bible 1 In the beginning",2,8,14,32,220.61,9
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",2,8,14,38,221.9505,9
"Dropping in on Impressionists",2,8,14,54,759.054,13
"I love toy trains Parts 4 5 6",2,8,14,58,625.19,7
"Peep and the big wide world Peep figures it out",2,8,15,2,372.35,13
"potty movie for girls starring Hannah",2,8,15,4,649.62,10
"riddle in a bottle",2,8,15,8,553.7,13
"Who lives in the sea",2,8,15,11,591.77,24
"Sea to shining sea stories of America",2,8,15,15,304.873,37
"Rock n learn Phonics easy readers on DVD",2,8,15,20,372.465,14
"Preschool fun Letters numbers",2,8,15,20,201,14
"Alphabet phonics fun",2,8,15,20,411,14
"Meet the phonics Digraphs",2,8,15,20,372.465,14
"Rock n learn Letter sounds",2,8,15,20,372.465,14
"Funtastic animals dance laugh learn about farm animals wild animals and pets",2,8,15,20,590,14
"Signing time Series 2 volume 3 Move and groove",2,8,15,24,419.7,15
"American Sign Language for kids Beginner level 1 volume 1",2,8,15,35,419.7,10
"Schoolhouse rock Science",2,8,15,39,500,18
Migration,2,8,16,4,591.568,10
"Jesus movie",2,8,16,26,232.901,14
"world of learning Volume 1",2,8,16,27,629.2222,13
"magic school bus Super sports fun",2,8,16,34,530,14
"Mister Rogers neighborhood What do you do with the mad that you feel",2,8,16,36,152.47,9
Habitats,2,8,16,39,577,8
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",2,8,16,41,438.3421,21
"Kids can play keyboard",2,8,16,51,786.193,9
"Kung fu for kids",2,8,16,51,796.8159,9
"Families of Thailand",2,8,17,7,959.3,14
"Elmos potty time",2,8,17,11,649.62083,8
"Kids can play guitar",2,8,17,29,787.87,24
"Schoolhouse rock Multiplication rock",2,8,17,35,513.213,14
"basic math word problem tutor 8 hour video course",2,8,17,52,519.076,14
"Amazing North America",2,9,10,59,591.97,36
"Lots lots of trains Vol 1 Smokin steam diesel",2,9,10,59,625.2,13
"All about natural resources",2,9,11,0,553,36
Horse,2,9,11,0,636.1,36
"Early start Mandarin Chinese Volume 5 Sports and games",2,9,11,5,495.18342,13
Amphibians,2,9,11,29,597.8,13
Gravity,2,9,11,29,531.14,13
Reptiles,2,9,11,29,597.9,13
"Russian for babies toddlers and preschoolers Disc 2 Wake up smiling",2,9,11,39,491.78346,13
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",2,9,11,39,491.78346,13
"Russian for babies toddlers and preschoolers Disc 3 Playtime",2,9,11,39,491.78346,13
"Activity TV Science",2,9,11,49,507.1,21
"Mighty machines Ships ahoy Super machines Ohâ du bateau",2,9,11,54,623.82,28
"best of Mighty machines flying racing rolling",2,9,12,17,629.225,22
"Mighty machines Ships ahoy Super machines Ohâ du bateau",2,9,12,17,623.82,22
"Mighty machines Machines on the job",2,9,12,17,621.8,22
"Lets size it up",2,9,12,35,742,14
Energy,2,9,12,45,531.6,21
"I want to learn sign language Volume 1",2,9,12,48,419.7,9
"Signing time Volume 5 ABC signs",2,9,12,48,419.7,9
"Wonders down under",2,9,12,54,591.994,10
"Popular mechanics for kids Radical rockets and other cool cruising machines",2,9,12,56,500,9
"Lots lots of jets and planes Vol 1 Thunder in the skies",2,9,12,59,629.13334,11
"I love airplanes",2,9,12,59,629.133,11
"Mighty machines Tremendous tools",2,9,13,1,621.8,13
"Lots lots of big trains Vol 1 Giant railroad action",2,9,13,1,625.2,13
"Baby animals",2,9,13,1,599.5,10
"All about John Deere for kids Part 4",2,9,13,2,629.225,26
"Critter quest bug out on a backyard safari",2,9,13,6,595.7,12
Reptiles,2,9,13,6,597.9,10
Claws,2,9,13,8,599.75,10
"Go potty go potty training for tiny toddlers",2,9,13,17,649.62,17
"Once upon a potty for him",2,9,13,17,649.62,10
"I spy A thing that flings and other stories",2,9,13,31,793.735,26
"Loose at the zoo",2,9,13,36,590.73,32
"Families of Russia",2,9,13,53,947.086,22
"Families of Egypt",2,9,13,53,962.055,22
Nutcracker,2,9,13,53,792.842,11
"Adventures with dance",2,9,13,54,792.8,8
"Swan Lake story a dance fantasy",2,9,13,54,792.842,8
"Rock n learn Telling time",2,9,13,57,681.113,14
"Critter quest bug out on a backyard safari",2,9,13,59,595.7,9
"Rocks and minerals",2,9,14,2,552,15
Seashore,2,9,14,2,578.7699,15
Life,2,9,14,2,570,15
"Monkey king wreaks havoc in heaven",2,9,14,7,398.20951,16
"Washington DC for kids",2,9,14,16,917.53,27
"Frau Holle",2,9,14,22,398.20943,26
"Sid the science kid Going going green",2,9,14,34,791.4575,14
Caves,2,9,14,37,551.447,33
"science of Disney imagineering Designs and models",2,9,14,40,620.004,12
"Sleeping beauty",2,9,14,48,792.842,28
"Fairy dancing",2,9,14,53,791.4372,14
Evolution,2,9,14,55,508,9
"Lots lots of jets and planes Vol 3 Jumbo jets in action",2,9,14,56,629.13334,14
"Alphabet phonics fun",2,9,15,8,411,13
YogaKids,2,9,15,9,613.7042,9
"Fun with counting",2,9,15,9,513.21,28
"All about big machines",2,9,15,12,629,13
"Learn Spanish with Carlos Chiquitita Level 1 volume 1",2,9,15,13,468.2421,11
Atoms,2,9,15,16,539.6,9
"Phonics 4 babies Babys first words",2,9,15,23,649.68,17
"Hear my world",2,9,15,23,612.85,17
"three sisters who fell into the mountain a story from Norway",2,9,15,52,398.20948,21
"Addition subtraction rock",2,9,16,6,513.21,26
"Meerkat manor Season one",2,9,16,11,599.742,14
"Mighty machines Big wheels rollin",2,9,16,14,629.225,37
"All about blood the heart",2,9,16,14,612.1,37
"Dirt monsters",2,9,16,14,681.76,37
"Human machine Bodyzone",2,9,16,14,612,37
"Lots lots of trucks Vol 1 Hard workin trucks",2,9,16,21,629.224,37
"Lets talk geography maps and globes",2,9,17,3,912,14
"French 1 Eating and drinking",2,9,17,9,448.3421,12
Seashore,2,9,17,24,578.7699,12
"Jazz class for kids",2,9,17,27,793.3,14
"Ready for phonics Level 2",2,9,17,27,372.465,22
"Around the world",2,9,17,27,305.8,22
"School house rock Money rock",2,9,17,31,332.024,24
"School house rock Earth",2,9,17,31,333.72,24
"Activity TV Family crafts and gifts",2,9,17,32,745.5,10
"Spanish 1 Eating and drinking",2,9,17,33,468.3421,12
"best of Mighty machines flying racing rolling",2,9,17,45,629.225,14
"Growing up wild Amazing baby animals",2,9,17,45,599.139,14
"Baby Einstein Baby Wordsworth first words around the house",2,9,17,45,649.68,14
"Building construction cars motorcycles",2,9,17,45,629.225,14
"Dropping in on Andy Warhol",2,9,17,45,759.13,28
"Grandes hâroes y leyendas de la Biblia Los apÂ¢stoles",2,9,17,48,232.95,14
"Colors shapes counting",2,10,13,21,649.68,13
"Polar prowl",2,10,13,35,591.70911,11
"Sid the science kid Gizmos and gadgets",2,10,13,54,621.8,36
"I love airplanes",2,10,13,54,629.133,36
"Whats in the Bible 2 Let my people go",2,10,13,55,222.12,29
"Whats in the Bible 2 Let my people go",2,10,13,55,222.12,11
"Jesus movie",2,10,13,55,232.901,11
"Whats in the Bible 1 In the beginning",2,10,13,55,220.61,11
"miracles of Jesus",2,10,13,55,232.955,32
"Rock n learn Getting ready for kindergarten",2,10,13,55,372.218,32
"Advent calendar on DVD",2,10,13,56,242.33,32
"world of learning Volume 1",2,10,13,56,629.2222,32
"Tot tap a fun filled introduction to the world of tap dance for kids",2,10,14,28,792.78,13
"boy who had no story",2,10,14,30,398.20941,13
"Ewenn Congar",2,10,14,36,398.20944,13
"School house rock Election collection",2,10,14,45,320.973,14
"emergence of modern America the Great Depression WWII the 26th 32nd presidents",2,10,14,56,973.099,11
"Families of Korea",2,10,15,7,951.9043,14
Multiplication,2,10,15,19,513.213,15
"best of The Electric Company",2,10,15,20,372.414,9
"Italian Disc 1 Eating and drinking",2,10,15,38,458.3421,11
"Lets explore the rainforest",2,10,15,40,577.34,11
"Eyewitness Planets",2,10,15,46,523.4,11
"St Patricks Day",2,10,15,47,394.262,11
"magic school bus catches a wave",2,10,15,53,553.7,11
"myth of Persephone",2,10,16,2,398.20938,10
"Origami alive Vol 2",2,10,16,6,736.982,9
"Jim Knoxs Wild Zoofari National Aquarium in Baltimore",2,10,16,13,597,12
"Families of Costa Rica",2,10,16,18,972.86,36
"Party day",2,10,16,19,782.42083,17
"Dancing for kids",2,10,16,27,792.80833,23
"Between the lions Animal stories 8 stories fun activities",2,10,16,27,372.465,23
"Meerkat manor Season one",2,10,16,28,599.742,27
"Baby animals",2,10,16,42,599.5,18
"Sid the science kid Sid in motion",2,10,16,46,500,38
"Sid the science kid Sids backyard campout",2,10,16,46,796.54,38
"Elmos potty time",2,10,16,49,649.62083,14
"Shalom Sesame Volume 6 Be happy its Purim",2,11,10,14,296.436,16
"Signing time Series 2 volume 8 My house",2,11,10,21,419.7,30
"Signing time Series 2 volume 5 Going outside",2,11,10,21,419.7,30
"Watch learn French with Professor Toto Part II Professor Totos house",2,11,10,29,448.3421,13
Gravity,2,11,11,45,531.14,13
Wind,2,11,11,45,621.31,13
"Rocks soil",2,11,11,45,552,13
"See my world",2,11,12,0,612.84,38
"magic school bus Holiday special",2,11,12,33,333.72,13
Erosion,2,11,12,36,551.3,12
"Arctic tale",2,11,13,1,599.786,36
"Italian Disc 4 In my home",2,11,14,24,458.3421,14
"French Disc 4 In my home",2,11,14,24,448.3421,14
"magic school bus Holiday special",2,11,14,24,333.72,14
"Families of Thailand",2,11,14,28,959.3,15
"Rock mineral",2,11,14,44,552.06,13
"Wild about safety Safety smart in the water",2,11,14,48,797.0289,13
"Wild about safety Safety smart goes green",2,11,14,48,363.7,13
"Swan lake",2,11,14,49,792.842,27
"Play learn Chinese with Mei Mei 1",2,11,14,52,495.1824,15
"All about blood the heart",2,11,14,55,612.1,10
"Ah Quâ Kiko Vol 3",2,11,14,56,791.45097,15
"Shakespeare the animated tales Volume 3",2,11,14,58,822.33,27
"Human machine Bodyzone",2,11,14,59,612,10
"little primaballerina ballet training for children",2,11,14,59,792.8,10
"Drumming for kids making the basics fun easy",2,11,15,17,786.9193,40
"George Washington first President",2,11,15,24,973.41092,11
Monet,2,11,15,27,759.4,11
"Between the lions Get cooking 8 stories fun activities",2,11,15,37,372.465,29
Fish,2,11,15,37,597,11
"Schoolhouse rock America",2,11,15,39,973,18
"Wiggles Here comes the big red car",2,11,15,41,782.42083,38
"Rock n learn Alphabet circus",2,11,16,6,372.465,11
"Lots lots of trains Vol 2 Thunder on the tracks",2,11,16,18,625.2,11
"Between the lions More animal stories 8 stories fun activities",2,11,16,19,372.465,11
"Shakespeare the animated tales Volume 4",2,11,16,58,822.33,12
"Shakespeare the animated tales Volume 2",2,11,17,0,822.33,12
"Snowplows on patrol",2,11,17,9,625.763,14
"All about cells body systems",2,11,17,9,571.6,19
"Japanese Disc 1 Eating and drinking",2,11,17,25,495.68342,39
"city of bees",2,11,17,25,638.1,26
"Mister Maker Lets make it",2,11,17,39,745.5,13
"Dealing with feelings",2,11,17,43,152.4,24
Life,2,11,17,44,570,13
"French 1 Eating and drinking",2,11,17,58,448.3421,33
"French 2 Wake up smiling",2,11,17,58,448.3421,33
"First fun with Spanish",2,11,18,5,468.3421,13
Habitats,2,11,18,5,577,13
"Colors shapes counting",2,11,18,7,649.68,33
"Seeds and plants",2,11,18,8,580,13
"Rocks and minerals",2,11,18,8,552,13
"John Deere action Part one",2,11,18,26,629.2252,11
"magic gourd",2,11,18,28,398.20951,23
"Amelia Earhart",2,11,18,42,629.13092,13
"Sleeping beauty",2,11,19,12,792.842,13
"Be a hula girl",2,11,19,12,793.31,11
"Dance dance dance",2,11,19,14,792.8,13
"Puppytown Growing up",2,11,19,16,636.73,40
"Easter story",2,11,19,32,232.96,26
"Kids can play keyboard",2,11,19,32,786.193,19
"Drawing power Vol 7 Undersea animal drawing",2,11,19,33,743.6,26
"Sid the science kid Sids backyard campout",2,11,19,33,796.54,13
"Rock n learn Earth science",2,11,19,33,550,26
India,2,11,19,34,954,19
"culture of Mexico",2,11,19,34,972,19
"Rock n learn Addition subtraction rap",2,11,19,34,513.21,19
"AstroPuppies in space an amazing adventure for young astronauts",2,12,11,11,523.2,30
"Learn French with Pânâlope Pezi Beginners level 1 volume 1",2,12,11,35,448.2421,28
Skeleton,2,12,12,3,573.76,21
"Schoolhouse rock",2,12,12,7,372,17
"Space exploration",2,12,12,25,629.4,21
"Martin Luther King Jr",2,12,12,44,323.092,20
"Spanish 1 Eating and drinking",2,12,12,55,468.3421,16
"world of learning Volume 1",2,12,13,8,629.2222,13
"Ready for phonics Level 2",2,12,13,8,372.465,13
"Spend a day with rescue workers",2,12,13,8,362.18,13
"Mandarin Chinese Disc 6 I can count",2,12,13,18,495.13421,12
"Jesus movie",2,12,14,4,232.901,14
"French Disc 4 In my home",2,12,14,24,448.3421,13
"Muzzy Spanish",2,12,14,26,468.3421,40
"Adventures with Wink Blink A day in the life of a garbage truck",2,12,14,26,628.4,12
"Sid the science kid The bug club",2,12,14,27,507,33
"art of knitting 4 kids",2,12,14,39,746.432,26
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",2,12,14,53,495.1824,11
"Digging up dinosaurs",2,12,15,24,567.9,17
"First fun with French",2,12,15,40,448.3421,11
"Whats in the Bible 1 In the beginning",2,12,15,46,220.61,14
"Dancing for kids",2,12,16,2,792.80833,17
"Between the lions The popcorn popper",2,12,16,6,372.465,13
"Between the lions Shooting stars",2,12,16,6,372.465,13
"Between the lions Get cooking 8 stories fun activities",2,12,16,6,372.465,13
"Alphabet phonics fun",2,12,16,8,411,17
"YogaKids 3 Silly to calm",2,12,16,9,613.7046,12
"Hot potatoes the best of the Wiggles",2,12,16,9,782.42083,17
"Shalom sesame Volume 1 Welcome to Israel",2,12,16,9,956.94,16
"Baby dance",2,12,16,15,796.13,24
"French Disc 6 I can count",2,12,16,15,448.3421,14
"Garbage monsters",2,12,16,18,628.445,14
"Our country USA to Z an alphabetical introduction to the USA",2,12,16,24,973,21
"Rock n learn Getting ready for kindergarten",2,12,16,24,372.218,21
"magic school bus Space adventures",2,12,16,32,523,13
"Spanish Disc 5 Happy sad and silly",2,12,16,44,468.3421,13
"Sid the science kid Gizmos and gadgets",2,12,17,28,621.8,15
"Im a potty princess potty training for girls",2,12,17,43,649.62,21
"May I pet your dog the how to guide for kids meeting dogs and dogs meeting kids",2,12,17,45,636.70893,13
"Russian for babies toddlers and preschoolers Disc 2 Wake up smiling",2,12,17,47,491.78346,37
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",2,12,17,47,491.78346,37
"city of bees",2,12,18,16,638.1,31
"world of learning Volume 2",2,12,18,35,629.13334,12
"Meet the sight words 2",2,12,18,35,372.462,33
"I love toy trains Parts 10 11 12",2,12,18,39,625.19,14
"Renewable energy",2,12,18,52,621.042,15
"Im a potty pirate potty training for boys",2,12,18,52,649.62,15
"Between the lions Shooting stars",2,12,19,10,372.465,39
"AstroPuppies in space an amazing adventure for young astronauts",2,12,19,10,523.2,39
Weather,2,12,19,11,551.5,13
"Schoolhouse rock America",2,12,19,24,973,41
"Colonial America",2,12,19,48,973.2,29
"Train crazy kids",2,12,19,53,625.2,25
"Revolution and the new nation expansion and reform the first eleven presidents",2,12,19,54,973.099,13
"Rainbows in the sea",2,13,11,6,577.789,13
"world of learning Volume 2",2,13,11,14,629.13334,21
"I spy A runaway robot and other stories",2,13,11,24,793.735,13
"Meet the sight words 3",2,13,11,26,372.462,13
"science of Disney imagineering Gravity",2,13,11,26,531.14,13
"Prehistoric life",2,13,11,34,576.8,17
"Living sunlight how plants bring the Earth to life",2,13,11,48,572.46,15
Claws,2,13,12,5,599.75,13
"Polar prowl",2,13,12,6,591.70911,13
"Sleeping beauty",2,13,12,15,792.842,13
"Fun with counting",2,13,12,22,513.21,26
"Metal monsters",2,13,12,22,621.86,37
"Garbage monsters",2,13,12,23,628.445,34
"Dirt monsters",2,13,12,28,681.76,30
"magic school bus Human body",2,13,12,40,612,13
"Amahl and the night visitors",2,13,12,55,792.542,28
"Schoolhouse rock Science",2,13,13,6,500,15
"Alphabet phonics fun",2,13,13,14,411,12
"Ready for phonics Level 2",2,13,13,14,372.465,12
"Shakespeare the animated tales Volume 4",2,13,13,49,822.33,23
"magic school bus Space adventures",2,13,13,53,523,13
"Sid the science kid Sids backyard campout",2,13,13,53,796.54,13
"Rock n learn Multiplication rap",2,13,13,53,513.213,15
"Sid the science kid Sids sing along",2,13,13,54,782.42083,13
"Sid the science kid Gizmos and gadgets",2,13,13,54,621.8,13
"Sid the science kid Sid in motion",2,13,13,54,500,13
"Sid the science kid Weather kid Sid",2,13,13,55,551.5,13
"Sid the science kid The ruler of thumb",2,13,13,55,530.8,13
"Sid the science kid Sids sense ational adventures",2,13,13,55,500,13
"Predator and prey",2,13,13,58,591.53,28
"Animal atlas Creepy creatures",2,13,14,13,590,14
"All about cars All about motorcycles",2,13,14,14,629.222,15
"I want to learn sign language Volume 2",2,13,14,27,419.7,13
"Teaching signs for baby minds 3 Dictionary alphabet",2,13,14,28,419.7,13
"Look mom I have good manners",2,13,15,1,395.12,16
"Hard Hat Harrys rescue adventures and police cars",2,13,15,1,363.3481,14
"Dino world",2,13,15,2,567.9,14
"magic school bus catches a wave",2,13,15,8,553.7,19
"Fun in motion dance laugh learn about trucks cars trains planes boats",2,13,15,19,629.22,13
"All about trucks",2,13,15,21,629.224,13
"boy who had no story",2,13,15,36,398.20941,21
"Meet the numbers",2,13,16,28,372.72,15
Monster,2,13,16,28,591.65,24
"Create faces face painting Halloween classics",2,13,16,39,745.5,15
"Families of Vietnam",2,13,16,40,959.7,13
"Families of Korea",2,13,16,41,951.9043,13
"Families of Russia",2,13,16,52,947.086,13
