title,month(cout),day(cout),hour(cout),minute(cout),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"First fun with French",2,25,14,25,448.3421,22
"Train crazy kids",2,27,11,10,625.2,21
"magic school bus Creepy crawly fun",2,16,13,38,534,32
Michelangelo,2,14,13,18,759.5,34
"School house rock Election collection",2,5,18,20,320.973,42
"Rock n learn Physical science",2,14,11,1,500.2,34
"Meet the sight words 2",2,25,14,23,372.462,23
"Meet the sight words 1",2,25,14,23,372.462,23
"Meet the sight words 3",2,17,15,35,372.462,31
"Lots lots of jets and planes Vol 3 Jumbo jets in action",2,10,16,25,629.13334,38
"Who lives in Puget Sound",2,24,13,33,591.7699,24
"Cooking with kids exploring Chinese food culture and language",2,22,16,20,641.5951,26
"Drawing power Vol 7 Undersea animal drawing",2,28,15,21,743.6,20
"Be a hula girl",2,6,16,19,793.31,42
"Why Guy questions a firefighter",2,17,14,43,628.925,31
"I love airplanes",2,17,14,43,629.133,31
"riddle in a bottle",2,17,14,43,553.7,31
"Yay Planes",2,17,14,43,629.1333,31
"Fizzys lunch lab Fresh foods 101",2,17,14,43,613.2,31
"Mighty machines Big wheels rollin",2,23,14,57,629.225,25
"Lots lots of trucks Vol 2 Mighty tough trucks",2,23,14,57,629.224,25
"ultimate collection",2,23,14,57,629.04,25
Seashore,2,19,12,18,578.7699,29
"Lincoln and Douglass an American friendship and more stories to celebrate U S history",2,21,18,40,973.70922,27
"apple for Harriet Tubman",2,21,18,40,973.7115,27
"Harriet Tubman Rosa Parks",2,21,18,40,323.1196,27
"magic school bus catches a wave",2,21,10,8,553.7,27
"magic school bus Creepy crawly fun",2,21,10,8,534,27
"magic school bus Space adventures",2,21,10,8,523,27
"Environment ecosystems",2,21,10,10,577.82,27
"Schoolhouse rock Science",2,21,10,38,500,27
"Schoolhouse rock Grammar",2,21,10,38,428,27
"Seeds and plants",2,21,10,38,580,27
"Bugs bugs bugs",2,21,10,42,595.7,27
"Families of Thailand",2,21,10,40,959.3,27
Fionn,2,21,10,44,398.20941,27
"Harriet Tubman",2,21,10,44,973.7115,27
"Families of Costa Rica",2,21,10,40,972.86,27
"Why do giraffes have long necks and other cool animal facts",2,21,10,42,599,27
"American Sign Language for kids and adults Volume 2 Visiting the zoo",2,21,10,43,419.7,27
"Going to school in India",2,21,10,42,370.954,27
"School house rock Earth",2,21,10,44,333.72,27
"Families of China",2,21,10,40,951,27
"Visiting day",2,21,10,42,362.8295,27
"So you want to be president and more stories to celebrate American history",2,21,10,44,352.23709,27
"Sea to shining sea stories of America",2,21,10,42,304.873,27
"Im a potty princess potty training for girls",2,9,10,50,649.62,40
"Activity TV Magic Vol 2",2,19,18,37,793.8,29
"key to card magic",2,19,18,37,793.85,29
"magic 4 fun video",2,19,18,37,793.8,29
"Signing time Volume 6 My favorite things",2,28,14,35,419.7,20
"Japanese Disc 3 Playtime",2,22,16,32,495.68342,26
"Japanese Disc 2 Wake up smiling",2,22,16,32,495.68342,26
"School house rock Election collection",2,23,14,45,320.973,25
"Mandarin Chinese Disc 4 In my home",2,20,11,48,495.13421,29
"Mandarin Chinese 2 Wake up smiling",2,20,11,48,495.13421,29
"Hula for children learn basic hula steps 3 hula songs",2,11,19,16,793.31996,37
"Post office",2,26,19,11,354.759,22
"If the world were a village a story about the worlds people",2,4,17,48,304.6,44
"Sid the science kid Gizmos and gadgets",2,11,18,9,621.8,37
"Bugz from a bugs eye view",2,9,16,19,595.7,40
"Art lessons for children Vol 1 Easy watercolor techniques",2,9,16,19,751.422,40
"Art lessons for children Vol 3 More fun with watercolors",2,9,16,19,751.422,40
"Art lessons for children Vol 6 Plants of the rain forest",2,9,16,19,751.422,40
"riddle in a bottle",2,9,16,19,553.7,40
"science of Disney imagineering Animal adaptations communication",2,9,16,30,591.59,40
"Mandarin Chinese Disc 4 In my home",2,22,16,32,495.13421,27
"I love airplanes",2,26,15,14,629.133,23
"All about caring for plants",2,19,17,36,635.9,30
"Im a potty pirate potty training for boys",2,26,15,13,649.62,23
"I spy A mumble monster mystery other stories",2,9,13,28,793.735,40
"Mister Maker I have an idea",2,9,13,28,745.5,40
"science of Disney imagineering Newtons 3 laws of motion",2,12,19,7,531,37
Migration,2,23,15,31,591.568,26
"All about the water cycle",2,19,17,41,551.48,30
"Flowers plants trees",2,10,16,4,580,39
"science of Disney imagineering Electricity",2,10,16,4,537,39
"We are The Laurie Berkner Band",2,10,16,4,782.42083,39
"Why dragonfly Whats up with the moon",2,10,16,4,523.3,39
"Activity TV Cooking snacks",2,17,16,52,641.5123,32
"Activity TV Cooking lunches desserts",2,8,13,14,641.5123,42
"land of sweet taps",2,8,13,14,792.78,42
"I spy A thing that flings and other stories",2,14,15,1,793.735,35
"I spy A runaway robot and other stories",2,14,15,1,793.735,35
"Meerkat manor Season one",2,22,14,21,599.742,27
"Lots lots of big trains Vol 1 Giant railroad action",2,17,14,45,625.2,32
"Mighty machines Ships ahoy Super machines Ohâ du bateau",2,7,17,36,623.82,42
"Mighty machines Mega machines",2,7,17,36,629.225,42
Fish,2,28,12,32,597,22
"magic school bus catches a wave",2,26,16,35,553.7,24
"Yellowstone for kids",2,22,16,27,917.8752,28
"Sid the science kid Sids backyard campout",2,22,11,2,796.54,28
"Storytellers favorite fables",2,21,12,12,398.24,29
"ultimate collection",2,10,17,21,629.04,40
Volcanoes,2,21,17,41,551.21,29
"Rock n learn Physical science",2,25,17,21,500.2,25
"Schoolhouse rock Science",2,16,12,26,500,34
"Rock n learn Life science",2,23,13,57,570,27
"Rock n learn Earth science",2,25,17,21,550,25
"Signing time Series 2 volume 10 Helping out around the house",2,25,13,4,419.7,25
"Signing time Series 2 volume 5 Going outside",2,15,16,54,419.7,35
"Bonjour les amis Volume 1",2,23,10,48,448.3421,28
"Bonjour les amis Volume 3",2,23,10,48,448.3421,28
"Bonjour les amis Volume 2",2,23,10,48,448.3421,28
Forests,2,20,17,18,577.3,30
"Drawing power Vol 4 Safari animal drawing",2,20,11,0,743.6,31
"School house rock Earth",2,28,17,20,333.72,22
"More families of Mexico",2,25,15,33,972.0836,26
"YogaKids 2 ABCs",2,16,15,33,613.7046,35
"Schoolhouse rock Multiplication rock",2,13,11,12,513.213,38
"Meet the shapes",2,22,12,31,516.15,29
"Rock n learn Multiplication rap",2,13,11,12,513.213,38
"Schoolhouse rock Grammar",2,21,13,3,428,30
"Sid the science kid Sids sing along",2,25,15,17,782.42083,26
"fiesta the party",2,11,17,45,468.3421,40
"Spanish Disc 5 Happy sad and silly",2,11,17,45,468.3421,40
"Spanish 3 Playtime",2,11,17,45,468.3421,40
"French Disc 4 In my home",2,11,17,45,448.3421,40
"French 2 Wake up smiling",2,11,17,45,448.3421,40
"Spanish Disc 4 In my home",2,11,17,45,468.3421,40
"French 3 Playtime",2,11,17,45,448.3421,40
"Kung fu for kids",2,16,16,31,796.8159,35
"Lots lots of trains Vol 2 Thunder on the tracks",2,16,16,31,625.2,35
"Yosemite 4 kids",2,25,13,2,917.94,27
"Sid the science kid The ruler of thumb",2,19,17,42,530.8,32
Wind,2,24,15,59,621.31,28
Archaeology,2,24,15,59,930.1,28
Deserts,2,24,15,59,577.54,28
"ultimate collection",2,26,16,42,629.04,26
"John Deere action Part one",2,19,12,55,629.2252,34
"John Deere action 3",2,19,12,55,629.2252,34
"Lets hear it for the Laurie Berkner Band",2,15,17,42,782.42083,37
"Signing time Volume 6 My favorite things",2,25,12,46,419.7,28
Erosion,2,25,12,46,551.3,28
Atmosphere,2,25,12,46,551.5,28
"Signing time Volume 2 Playtime signs",2,25,12,46,419.7,28
"magic school bus Human body",2,25,15,37,612,28
"Meet the phonics Blends",2,25,14,39,372.465,28
"Meet the sight words 2",2,19,16,39,372.462,34
"Meet the sight words 3",2,25,14,39,372.462,28
"Jazz dances for kids teens",2,13,14,50,793.3,40
Caves,2,10,14,3,551.447,43
"mouse bride a Chinese folktale Lao shu qu xin niang",2,10,14,2,398.20951,43
"Ecosystems and biomes",2,10,14,2,577.82,43
"Baby animals",2,10,14,2,599.5,43
"Popular mechanics for kids Radical rockets and other cool cruising machines",2,10,14,2,500,43
"What makes a fish a fish",2,19,18,36,597,33
"Families of China",2,24,14,50,951,29
"Brainy baby Art exploring the world of art",2,24,14,50,700.83,29
"Families of Israel",2,24,14,50,956.54,29
"Vamos a jugar Lets play",2,27,11,45,468.3421,26
"Who lives in the sea",2,28,11,24,591.77,26
"Sid the science kid Gizmos and gadgets",2,19,10,18,621.8,35
"Hola amigos Volume 2",2,7,12,47,468.3421,47
"Mighty machines Lights ladders",2,11,10,43,629.224,43
Horse,2,26,14,21,636.1,28
Life,2,5,13,58,570,49
"Wiggles Ukulele baby",2,27,17,50,791.42083,26
"culture of Mexico",2,25,16,10,972,29
"Sid the science kid Going going green",2,25,19,47,791.4575,28
"Sid the science kid Sid in motion",2,25,19,47,500,28
"Smartstart guitar a fun easy approach to beginning guitar for kids",2,8,16,41,787.87193,46
"Train crazy kids",2,12,15,8,625.2,42
"Kids can play guitar",2,8,16,41,787.87,46
"Puppytown Growing up",2,12,15,8,636.73,42
"Lots lots of trucks Vol 1 Hard workin trucks",2,12,15,8,629.224,42
"Grand Canyon for kids",2,27,10,37,917.9132,28
"myth of Persephone",2,16,17,46,398.20938,38
"Meet the sight words 3",2,17,16,14,372.462,37
"Adventures with trains",2,26,14,41,625.1,28
"shoemakers son",2,25,15,32,398.20956,30
"Predator and prey",2,25,15,32,591.53,30
"Lots lots of playful penguins and their toe tappin feet",2,19,19,36,598.47,35
"Humphrey the lost whale",2,19,19,36,599.5,35
"Bad baby Amy a story from Australia",2,25,15,32,398.20994,30
"Rock n learn Addition subtraction rap",2,25,15,32,513.21,30
"way things work Telecommunications",2,21,10,41,621.382,34
"Peep and the big wide world Peep figures it out",2,21,10,41,372.35,34
Fiesta,2,21,10,41,394.26,34
"Signing time Volume 3 Everyday signs",2,16,17,27,419.7,38
"Signing time Series 2 volume 3 Move and groove",2,16,17,27,419.7,38
"Signing time Volume 3 Everyday signs",2,13,10,56,419.7,42
"Signing time Volume 5 ABC signs",2,13,10,56,419.7,42
"Valentines Day",2,26,14,40,394.2618,29
"Families of Russia",2,23,13,3,947.086,32
"Free to be you and me",2,23,13,3,810.8,32
"Living room magic Volume 2",2,23,13,2,793.8,32
"Families of Puerto Rico",2,23,13,3,972.95,32
"French Disc 4 In my home",2,23,16,7,448.3421,32
"French Disc 5 Happy sad and silly",2,23,16,7,448.3421,32
Geography,2,22,13,31,910,33
"Schoolhouse rock",2,22,17,27,372,33
"Wiggles You make me feel like dancing",2,22,17,27,201,33
"Wiggles Its always Christmas with you",2,14,12,54,782.42083,41
"Math is everywhere",2,10,14,2,511.322,45
Habitats,2,14,15,19,577,41
Migration,2,20,19,11,591.568,35
"Kung fu for kids",2,14,15,23,796.8159,41
"Ecosystems and biomes",2,14,15,23,577.82,41
"Mighty machines Big wheels rollin",2,20,10,48,629.225,36
"National park animals for kids",2,28,13,32,590.0973,27
"Growing up wild Amazing baby animals",2,28,13,33,599.139,27
"I want to learn sign language Volume 1",2,14,11,50,419.7,42
"American Sign Language for kids Beginner level 1 volume 2",2,14,11,50,419.7,42
"French 1 Eating and drinking",2,5,18,29,448.3421,50
"Wee Sing train",2,16,15,58,782.42083,40
"Chinese for kids Beginner level 1 volume 1",2,22,15,15,495.18342,34
"Dancing for kids",2,15,15,41,792.80833,41
"Early start Mandarin Chinese Volume 3 A wonderful day",2,15,15,41,495.18342,41
"Early start Mandarin Chinese Volume 5 Sports and games",2,15,15,41,495.18342,41
"Play learn Chinese with Mei Mei 1",2,15,15,41,495.1824,41
"Learn hip hop step by step",2,22,15,15,782.42164,34
Money,2,22,15,15,332.4,34
"Rock n learn Telling time",2,22,16,23,681.113,34
"Mighty machines Lights ladders",2,22,16,23,629.224,34
"Kid guides Zoos",2,24,15,51,590.7373,32
"Families of Sweden",2,26,15,44,948.5,30
"Lets go to school with Mei Mei",2,28,10,27,495.1824,29
"Lets play games with Mei Mei",2,28,10,27,495.1824,29
"Play learn Chinese with Mei Mei 2",2,28,10,27,495.1824,29
"Lets go to school with Mei Mei",2,28,10,27,495.1824,29
"Baby signing time Volume 3 A new day",2,17,15,36,419,40
Nutcracker,2,20,15,31,792.842,37
"School house rock Earth",2,24,13,23,333.72,34
"Learn Chinese lets go to market in China",2,13,13,11,495.18342,45
"Wonders down under",2,19,19,36,591.994,38
"Lets play games with Mei Mei",2,17,13,4,495.1824,41
"Spanish Disc 6 I can count",2,25,15,8,468.3421,33
"Spanish Disc 4 In my home",2,25,15,9,468.3421,33
"Baby signing time Volume 2",2,25,15,7,419,33
"Signing time Volume 1 My first signs",2,25,15,7,419.7,33
"French 3 Playtime",2,25,15,7,448.3421,33
"French 3 Playtime",2,25,15,7,448.3421,33
"Cantamos y aprendemos con Josâ Luis Orozco",2,25,15,9,468.3421,33
"Fish shellfish other underwater life",2,26,16,2,597,32
"Signing time Volume 4 Family feelings and fun",2,21,13,15,419.7,38
"Spanish Disc 4 In my home",2,23,12,22,468.3421,36
"Barack Obama the story of our 44th president",2,14,15,36,973.93209,45
"Harriet Tubman Rosa Parks",2,25,16,15,323.1196,34
"Activity TV Cooking snacks",2,23,14,17,641.5123,37
"Pizza party Yoga class for kids",2,27,13,19,613.7046,33
"Ngu ngân La Fontaine",2,20,13,23,398.245,40
Ummemo,2,19,14,53,398.20968,41
Canada,2,19,14,53,971,41
"Ready for phonics Level 1",2,19,14,53,372.465,41
"Ready for science and geography",2,19,14,53,372.8,41
"Vincent Van Gogh",2,19,14,53,759.9492,41
"See my world",2,22,14,9,612.84,38
"Drumming for kids making the basics fun easy",2,22,15,4,786.9193,38
"Schoolhouse rock Multiplication rock",2,23,12,34,513.213,37
"Whats in the Bible 1 In the beginning",2,26,13,5,220.61,34
Gravity,2,22,18,0,531.14,38
"Taking the duh out of divorce",2,26,18,6,306.89,59
"Im a potty princess potty training for girls",2,23,11,40,649.62,64
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",2,11,14,9,613.6083,80
"All about Earths history",2,11,14,9,551.7,80
"Amazing North America",2,20,11,47,591.97,84
"Awesome animal builders",2,20,11,47,591.564,84
"science of Disney imagineering Energy",2,15,14,24,530,140
"My fantastic field trip to the planets",2,16,17,39,523.4,142
"Things with strings",3,28,19,49,787,134
"Washington DC for kids",3,19,14,20,917.53,13
"Wild about safety Safety smart about fire",3,26,11,51,363.377,7
"AstroPuppies in space an amazing adventure for young astronauts",3,13,16,17,523.2,19
"Jesus movie",3,26,11,52,232.901,7
"National park animals for kids",3,20,13,40,590.0973,12
"All about waves",3,20,13,40,531.33,12
"First fun with Spanish",3,24,16,21,468.3421,8
"scrambled states of America and more stories to celebrate our country",3,21,13,13,973,12
"Wiggles The Wiggles go bananas",3,8,17,8,782.42083,24
"Signing time Volume 7 Leahs farm",3,26,13,3,419.7,7
"ultimate collection",3,26,13,5,629.04,7
"Rock n learn Earth science",3,7,12,7,550,26
"Between the lions The popcorn popper",3,21,12,30,372.465,12
"Fizzys lunch lab Fresh foods 101",3,21,13,21,613.2,12
China,3,21,13,21,951,12
"Living sunlight how plants bring the Earth to life",3,13,11,42,572.46,20
"Puppytown Growing up",3,21,13,21,636.73,12
"Sesame Street Big Bird in China",3,27,12,26,915.104,6
"Im a potty princess potty training for girls",3,24,14,3,649.62,9
"Sesame Street Big Bird in China",3,29,10,20,915.104,4
"Sesame Street Big Bird in China",3,27,12,24,915.104,6
"Baby dance",3,19,15,3,796.13,14
"Everybody dance",3,15,12,51,793.3083,18
"Meet the letters",3,7,11,19,428.13,26
"Silly songs sing a long",3,16,13,30,782.42083,17
Mexico,3,12,15,37,305.86872,20
"ballad of Mulan",3,30,10,44,398.22095,3
"Human machine",3,16,13,30,612,17
"miracles of Jesus",3,16,14,53,232.955,17
"Spend a day with rescue workers",3,19,14,51,362.18,14
"enchanted lion",3,19,14,51,398.20943,14
"Hard Hat Harrys race cars and monster trucks",3,19,14,51,796.72,14
"VeggieTales Very silly songs VeggieTales very first sing along video",3,21,11,3,782.42083,12
"Muzzy level II Italian",3,4,17,36,458.3421,28
"Signing time Series 2 volume 9 My things",3,13,12,6,419.7,20
"West Africa for kids",3,13,12,6,966,20
"Signing time Series 2 volume 4 My favorite season",3,19,16,10,419.7,14
"Signing time Volume 13 Welcome to school",3,19,16,10,419.7,14
"way things work Electricity",3,13,12,6,537,20
Evolution,3,21,15,18,508,12
Wind,3,21,15,18,621.31,12
Plants,3,21,15,18,580,12
"Rivers streams",3,21,15,18,551.483,12
Biodiversity,3,21,15,18,574.5,12
"Baby animal songs",3,20,13,16,782.42083,13
"Perfectly princess",3,25,15,12,782.42083,8
Migration,3,30,15,2,591.568,3
"Kool Kids sing a long",3,23,13,44,782.42083,10
"Rainbows in the sea",3,30,15,2,577.789,3
YogaKids,3,21,13,51,613.7042,12
Horse,3,30,15,2,636.1,3
Life,3,30,15,2,570,3
Wind,3,1,16,20,621.31,32
"Lets draw peoples faces",3,9,17,12,704.942,24
"Mandarin Chinese Disc 6 I can count",3,21,10,55,495.13421,12
"Going to Grandmas around the world",3,23,10,57,782.42083,10
"Zoboomafoo Wild creatures furry fashion",3,10,13,52,590,23
"Sid the science kid Weather kid Sid",3,20,17,56,551.5,12
"Wild about safety Timon and Pumbaa Safety smart online",3,14,11,53,004.67808,19
"Italian Disc 2 Wake up smiling",3,11,19,4,458.3421,21
"Italian Disc 3 Playtime",3,11,19,4,458.3421,21
Nutcracker,3,7,11,43,792.842,26
"potty movie for boys starring Henry",3,13,13,0,649.62,20
"Im a potty pirate potty training for boys",3,13,13,0,649.62,20
"Fairy dancing",3,7,11,43,791.4372,26
"Sid the science kid Sids sing along",3,28,19,49,782.42083,4
"Arctic tale",3,27,13,20,599.786,6
"I spy A rockin bronco and other stories",3,24,15,34,793.735,9
"Dino world",3,19,17,35,567.9,14
"Predator and prey",3,19,17,35,591.53,14
"Preschool fun Letters numbers",3,14,11,52,201,19
"Meet the sight words 1",3,14,11,53,372.462,19
"Meet the sight words 2",3,14,11,53,372.462,19
"science of Disney imagineering Friction",3,3,15,53,531.1134,30
"Rock n learn Earth science",3,9,11,55,550,24
"Ecosystems and biomes",3,5,11,41,577.82,28
Habitats,3,5,11,41,577,28
"World art",3,2,15,38,745.5,31
"Mandarin Chinese Disc 5 Happy sad and silly",3,2,12,30,495.13421,31
Plant,3,5,11,41,581.7,28
"Activity TV Family crafts and gifts",3,2,15,39,745.5,31
"Activity TV Magic Vol 1",3,2,15,37,793.8,31
"Who lives in Puget Sound",3,2,15,38,591.7699,31
Geography,3,2,15,38,910,31
"Kid guides Museums",3,27,19,54,507.4,5
"Arctic Antarctic",3,2,15,38,508.98,31
"Kid guides Zoos",3,27,19,54,590.7373,5
YogaKids,3,19,11,39,613.7042,14
Spanish,3,25,15,21,468.30832,8
"magic school bus catches a wave",3,26,18,17,553.7,7
"Sid the science kid Gizmos and gadgets",3,21,15,17,621.8,12
"Sid the science kid Feeling good inside and out",3,21,15,17,613.0432,12
"Spanish Disc 5 Happy sad and silly",3,6,11,10,468.3421,27
"Sid the science kid The bug club",3,25,14,23,507,8
"Rainbows in the sea",3,20,11,33,577.789,13
"Wiggles Here comes the big red car",3,20,11,32,782.42083,13
"French 1 Eating and drinking",3,20,12,2,448.3421,13
"Bonjour les amis Volume 3",3,20,12,2,448.3421,13
"French Disc 5 Happy sad and silly",3,20,12,2,448.3421,13
"Signing time Volume 8 The great outdoors",3,28,18,26,419.7,5
"Alphabet phonics fun",3,28,18,26,411,5
"Butterfly moth",3,20,10,37,595.78,14
"Sid the science kid Sid in motion",3,19,13,51,500,14
"All about the brain",3,25,14,10,612.82,8
"United States",3,25,14,10,973,8
"Human machine",3,25,14,10,612,8
"Ethiopia for kids",3,23,14,57,963,10
"Easter story",3,23,10,11,232.96,11
Monet,3,23,17,0,759.4,10
